0040000054000045 ff 0
010101019d360140 ff 0
b7b800080a010101 ff 0
51cd55b80100b463 ff 0
000d188a00000000 ff 0
1312111000000000 ff 0
1b1a191817161514 ff 0
232221201f1e1d1c ff 0
2b2a292827262524 ff 0
333231302f2e2d2c ff 0
0000000037363534 0f 1
00406C3970000045 ff 0
010101010ABD0180 ff 0
A80B000B14010101 ff 0
5400004500000000 ff 0
273C010100406C39 ff 0
0101010114010101 ff 0
02005A57EBCF0008 ff 0
00000000545A61DD ff 0
0000000000092ED1 ff 0
1716151413121110 ff 0
1F1E1D1C1B1A1918 ff 0
2726252423222120 ff 0
2F2E2D2C2B2A2928 ff 0
3736353433323130 ff 1
