0000000801000180 0
000000000A000000 0
0000000000000000 0
2A000000DEADBEEF 0
0000000000004161 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000801000180 0
000000000C000000 0
0000000000000000 0
2A000000DEADBEEF 0
0000000042424261 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000801000180 0
000000000D000000 0
0000000000000000 0
2A000000DEADBEEF 0
0000004343434361 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000801000180 0
000000000E000000 0
0000000000000000 0
2A000000DEADBEEF 0
0000444444444461 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000801000180 0
0000000011000000 0
0000000000000000 0
2A000000DEADBEEF 0
4545454545454561 0
0000000000000045 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000801000180 0
0000000012000000 0
0000000000000000 0
2A000000DEADBEEF 0
4646464646464661 0
0000000000004646 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000801000180 0
0000000013000000 0
0000000000000000 0
2A000000DEADBEEF 0
4747474747474761 0
0000000000474747 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000801000180 0
0000000015000000 0
0000000000000000 0
2A000000DEADBEEF 0
4848484848484861 0
0000004848484848 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000801000180 0
0000000016000000 0
0000000000000000 0
2A000000DEADBEEF 0
4949494949494961 0
0000494949494949 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000801000180 0
0000000019000000 0
0000000000000000 0
2A000000DEADBEEF 0
4A4A4A4A4A4A4A61 0
4A4A4A4A4A4A4A4A 0
000000000000004A 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000001000080 0
0000000001000000 0
0000000000000000 0
0000000000000061 1
0000000801000180 0
000000001A000000 0
0000000000000000 0
